,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ALLE,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY
AMG,0.878619742281,0.919121619419,0.159731142009,0.846216730805,0.759786138194,0.764207361787,0.814164365941,0.8541858925,-0.20294203917,0.87216629136,1.0,0.888230272589,0.57513855207,0.903662267425,0.311144543814,0.787503688131,0.840477273646,0.809188690674,0.872781568582,0.885895477619,-0.574648755734,0.941828418994,0.844311608799,0.80160137553,0.806182400447,0.830468039618,0.744833325094,0.788417799015,0.602946149367,0.871255143149,0.942659337675,-0.594838827026,0.862192651341,0.723695891935,0.950573310057,0.889033468549,0.94003249731,0.79594504651,0.898638443911,0.844310108467,0.588786077787,0.860298238018,0.875736952928,0.458234666742,0.83221230861,0.869455913778,0.14093506881,0.908227566248,-0.420543802218,0.895374346621,0.784430595707,0.806741043315,0.864698914259,0.839138183834,0.922593985613,0.841666634407,0.891137136537,0.516950854068,0.648225240238,0.889847533073,-0.185814171297,0.465767996698,0.849535329443,0.839071238218,0.842072394547,0.860463340685,0.814677267936
AFL,0.909065850399,0.88422630489,0.72547151837,0.887256372823,0.884906698201,0.861816024223,0.874572103128,0.85427681321,-0.256631927816,0.902700341842,0.888230272589,1.0,0.538028374339,0.939959276245,0.242722942654,0.792571308943,0.893482681968,0.753070901554,0.905966613585,0.798105421255,0.727393465632,0.851140796495,0.835834696799,0.898030855558,0.900341194143,0.879849697727,0.83866142778,0.839883853878,0.444968737204,0.897946284644,0.819590597718,-0.654530463586,0.868175159218,0.840613235806,0.855780586944,0.846176195949,0.905632249337,0.761580738193,0.923371945595,0.7852858602,0.547480704163,0.84465340584,0.892346237175,0.560834460746,0.843722898129,0.84943925568,0.128395056809,0.904786510564,-0.44496068111,0.867347292512,0.899201220448,0.821469542589,0.9045961978,0.833505200316,0.829579691136,0.857319431857,0.902942971476,0.588155644079,0.643252047756,0.905147438723,-0.183157503677,0.476721106251,0.9226072628,0.876618409172,0.820426157137,0.928918064829,0.662219267984
A,0.602854323077,0.59061325692,0.806842234141,0.926210818827,0.562571311298,0.879327021347,0.676155638877,0.899963028987,0.343704894052,0.584913635547,0.57513855207,0.538028374339,1.0,0.592054665413,0.774077864679,0.64730098302,0.56639160356,0.656286595223,0.657189089889,0.658943600269,0.579697311794,0.90059061588,0.480676199698,0.918788271688,0.921701736393,0.61894912151,0.64977399103,0.457310665779,0.540155201142,0.631743643678,0.66715976108,-0.298439920719,0.761560760771,0.888831786346,0.924564961946,0.609104738839,0.603423159104,0.659054703614,0.647613746218,0.444873505253,0.847906456419,0.872259091355,0.667298797265,0.090725313215,0.613580342484,0.631905608412,0.727723356008,0.490680013279,-0.236606573485,0.585881667417,0.863278121286,0.733347761069,0.519986457237,0.707454707981,0.564595821404,0.613025349372,0.582751831392,0.50708878334,0.286569413664,0.58676301334,-0.350843982755,0.557866959112,0.567321736991,0.572297742292,0.429784319426,0.589699579341,0.334730844315
APD,0.969482633493,0.95742337336,0.928912796316,0.959177731524,0.938576852707,0.936606897454,0.923723746971,0.956664993488,-0.26887061044,0.95607011366,0.903662267425,0.939959276245,0.592054665413,1.0,0.294036013806,0.90433649147,0.898071710991,0.876184622018,0.965744881409,0.900480082646,0.804311763597,0.928873678963,0.841186406716,0.954916339014,0.954588451547,0.96084594614,0.907232888169,0.846129023915,0.49317178581,0.95985113004,0.83373506712,-0.70632034418,0.926711642681,0.929116130199,0.931471831627,0.945825164692,0.952980805156,0.861097140922,0.984011400605,0.768602403349,0.63808343292,0.921791728491,0.965481328809,0.445422809614,0.881392985159,0.944294002338,0.196420021442,0.918749368408,-0.526160377198,0.923593717598,0.890301533479,0.869412454894,0.886950560769,0.930028790911,0.9044700797,0.950875198117,0.94863113926,0.604558324161,0.557194017218,0.977042660613,-0.315948719989,0.494714300631,0.973849623561,0.920768365011,0.81190433423,0.981215382954,0.694426496257
AKAM,0.282840195369,0.293699639219,0.709837676479,0.815988842515,0.271535229536,0.77125385684,0.376630462643,0.827188917158,0.359128559104,0.305317632741,0.311144543814,0.242722942654,0.774077864679,0.294036013806,1.0,0.353598998076,0.271861494951,0.360530681941,0.339237712205,0.367902702284,0.175199713783,0.838025850628,0.208452473454,0.789984054845,0.790606179469,0.304939333815,0.335460848411,0.170156143283,0.699669127317,0.297927539942,0.399377414806,-0.157572563825,0.484363830822,0.749119163728,0.865559977521,0.313236942871,0.310331480511,0.362967734101,0.347198676078,0.211921564718,0.554674850946,0.850757826938,0.342893355562,0.0181922243893,0.315443831627,0.344914906037,0.594714445242,0.281289296807,-0.101950548036,0.231288677563,0.797662698516,0.419272451819,0.277924873704,0.37086325007,0.275107557553,0.305015529958,0.308151903581,0.299969526512,0.143958455015,0.2865322361,-0.207047725074,0.337314190026,0.286124034162,0.246432493087,0.14915772742,0.299108672214,0.0768534289167
ALK,0.946160753855,0.910243853028,0.843422325916,0.943237107349,0.904657660239,0.96590900007,0.926524693135,0.965545273078,-0.160539594487,0.926703930444,0.787503688131,0.792571308943,0.64730098302,0.90433649147,0.353598998076,1.0,0.733316574672,0.963560584497,0.92580370846,0.904580914251,0.800320459443,0.903296743652,0.82295181242,0.940920282498,0.93651871178,0.955636679125,0.937604821941,0.815679771365,0.584737726406,0.928760725566,0.782110586398,-0.54696211248,0.883418644301,0.937252741174,0.897031882574,0.956680499414,0.875120710702,0.958208888734,0.927409746666,0.532874555732,0.789785951453,0.917518130102,0.943830257714,0.0719457861689,0.876712669144,0.904597809952,0.365926657622,0.745134707596,-0.522728445117,0.90792388263,0.852434514692,0.829690426756,0.738642006321,0.97037816938,0.868898875631,0.956481364896,0.861361325768,0.729976355867,0.296885107987,0.924281737802,-0.343205206158,0.556252724321,0.908006718685,0.809734836625,0.788011834525,0.917194075264,0.589303598168
ALB,0.856319587686,0.86063969822,0.228130404052,0.894612403043,0.82884580538,0.78375812488,0.768191270097,0.817090943825,-0.276766438517,0.806751878873,0.840477273646,0.893482681968,0.56639160356,0.898071710991,0.271861494951,0.733316574672,1.0,0.682711865388,0.908332655104,0.812621286535,0.413664253943,0.82050531282,0.661548298613,0.82507549309,0.831576858088,0.868346483971,0.838325433191,0.700923616698,0.192831777084,0.868807161839,0.782227636449,-0.792338279909,0.895560624488,0.79300289874,0.739841302216,0.805852581045,0.915424326877,0.676829221763,0.908440844238,0.850235574868,0.529289752169,0.722169192526,0.861518469125,0.619452828341,0.784572730164,0.886332439479,0.0619515115462,0.848114524697,-0.627343920588,0.867831442964,0.699080586797,0.8607944865,0.825644692904,0.811833876565,0.85185608072,0.86939929001,0.923733803087,0.397266355845,0.545742866655,0.903552396044,-0.438327571137,0.272683506628,0.879026565747,0.898465191974,0.689107654115,0.879641963892,0.746278185903
AGN,0.917694074223,0.914851547919,0.838703671726,0.908275573344,0.838925740972,0.91906829877,0.882716812729,0.959055456101,-0.101892230414,0.881993072301,0.809188690674,0.753070901554,0.656286595223,0.876184622018,0.360530681941,0.963560584497,0.682711865388,1.0,0.885058493946,0.939269245601,0.418836526528,0.938149210294,0.79027707836,0.912482646295,0.909463103754,0.91022764294,0.87598444778,0.747502543778,0.558777724213,0.894519320389,0.81022789054,-0.527576827234,0.866014884331,0.877746553871,0.935274146436,0.963567006442,0.873830379567,0.959640266325,0.899583049242,0.557192858238,0.798086757288,0.902864473377,0.924666925581,0.0477203651461,0.821927287773,0.898239938263,0.372282107247,0.722923127569,-0.499128473034,0.896545836712,0.806319691693,0.804230008316,0.677329123711,0.951581002416,0.87976756321,0.925813744739,0.817142784731,0.656366425778,0.26983347652,0.895968237441,-0.382767056876,0.55675239495,0.856253256747,0.780266964235,0.745741988669,0.871086061659,0.628837501066
LNT,0.969260156069,0.954259208707,0.812006428973,0.982811626859,0.938886546379,0.951260256333,0.927752384111,0.953675130011,-0.194629488154,0.943158352851,0.872781568582,0.905966613585,0.657189089889,0.965744881409,0.339237712205,0.92580370846,0.908332655104,0.885058493946,1.0,0.912371061114,0.834960307248,0.918012566419,0.833294066536,0.961763833738,0.962043306232,0.985138295285,0.946605591324,0.85744112778,0.506925749619,0.987669645503,0.838193336785,-0.675635601428,0.961941531372,0.989315499623,0.891066399098,0.937466929724,0.946156656735,0.896297872321,0.980670020644,0.71366800874,0.708869763351,0.899295402129,0.975057710856,0.342123671051,0.912109154572,0.948313066837,0.262189524678,0.864503532496,-0.568365180579,0.948840804016,0.873436077141,0.927681843191,0.849695841827,0.962323105778,0.904948848126,0.971325669138,0.959924144583,0.633347985062,0.460530199715,0.974387273622,-0.373678512317,0.486774295535,0.967293110947,0.927968827135,0.803416970997,0.973232464747,0.68230294555
ALXN,0.910872821894,0.956543090411,0.630514944708,0.925941074115,0.814691885184,0.855052168237,0.830612389524,0.949330777782,-0.169551640878,0.853629346226,0.885895477619,0.798105421255,0.658943600269,0.900480082646,0.367902702284,0.904580914251,0.812621286535,0.939269245601,0.912371061114,1.0,-0.251104119679,0.979985767071,0.736546603274,0.881595013221,0.883168154192,0.911902363807,0.859140736427,0.707032129921,0.430632871216,0.901297127752,0.87924526925,-0.685301956036,0.923759458803,0.826940697128,0.922196289453,0.953987724964,0.957028799618,0.89584497282,0.931415214659,0.742946804936,0.73234923317,0.839818902594,0.927134242179,0.256549527724,0.796797030549,0.961676072604,0.234900620853,0.788723294475,-0.626363216718,0.939380689868,0.731174028617,0.85034617383,0.72205136804,0.934606306721,0.947291162307,0.942514590898,0.884371346358,0.481473239384,0.338186240586,0.93328156008,-0.498732504772,0.407144216643,0.866334029353,0.847523376662,0.735459245344,0.873130257865,0.779141893572
ALLE,0.85845750851,0.435944334801,0.727451137654,0.922900501281,0.895024310414,0.943929245727,0.927234815896,0.704869489138,-0.491187306144,0.902226521685,-0.574648755734,0.727393465632,0.579697311794,0.804311763597,0.175199713783,0.800320459443,0.413664253943,0.418836526528,0.834960307248,-0.251104119679,1.0,-0.353133181349,0.736039307165,0.794118393964,0.78019942331,0.900021531016,0.853694700288,0.841074905775,0.258353751097,0.852245910418,-0.721318677864,0.71882205498,0.831968413892,0.8671411146,-0.22722522967,0.449035124665,-0.141590762404,0.784077553521,0.822496660649,-0.658052815516,0.81138125941,0.675925047102,0.888743841854,-0.663439326415,0.914446560293,0.581257609264,0.50618782856,-0.0380523952083,-0.503268516726,0.536187723233,0.820538752641,0.781600834614,0.586638245352,0.849996647671,-0.068300362222,0.929691472317,0.871250848292,0.91465393759,-0.399213534838,0.860819495259,0.056207173969,0.711360280377,0.913534252561,0.687719121733,0.402636220876,0.932040193504,-0.700344879774
ADS,0.936017541698,0.969952039949,0.554290433889,0.924944680105,0.82078872722,0.862600098284,0.865930797821,0.946757765231,0.0446856652243,0.890160956952,0.941828418994,0.851140796495,0.90059061588,0.928873678963,0.838025850628,0.903296743652,0.82050531282,0.938149210294,0.918012566419,0.979985767071,-0.353133181349,1.0,0.803522575118,0.891605305506,0.893653972723,0.906539304903,0.849957334048,0.755651584393,0.523373804476,0.912395241689,0.925892075585,-0.636368714582,0.930081446298,0.820013145205,0.966368540487,0.961966719868,0.973683868587,0.905593800024,0.944620205859,0.756246508618,0.875225447469,0.878635915669,0.937256819686,0.221354295832,0.819310339183,0.942344157874,0.526340918244,0.847705026927,-0.542009159332,0.954594408095,0.782763945517,0.865730631963,0.781414209997,0.939910926883,0.962079426935,0.932606516181,0.895672466146,0.544394130884,0.393604397355,0.946819658975,-0.434494233652,0.580303535556,0.888882975552,0.853289249534,0.812115079662,0.897364205785,0.791277471131
ALL,0.87503921285,0.81833971347,0.927895157387,0.783240958823,0.793079079477,0.83145301647,0.884515841046,0.800849190889,-0.162859601027,0.91074918065,0.844311608799,0.835834696799,0.480676199698,0.841186406716,0.208452473454,0.82295181242,0.661548298613,0.79027707836,0.833294066536,0.736546603274,0.736039307165,0.803522575118,1.0,0.767178432414,0.764316527054,0.8193971478,0.747420298251,0.95597889185,0.830673449098,0.860993470387,0.826337989411,-0.309238630313,0.749698773436,0.917272892399,0.86349553804,0.819829346534,0.778893945569,0.853427245925,0.821727804594,0.532178141387,0.594224840418,0.906238361016,0.820916999706,0.177259286988,0.908434108203,0.736076937762,0.28028153742,0.803106368378,-0.190741223546,0.819472478975,0.874276886443,0.720474032585,0.859773865917,0.818855963157,0.776778763715,0.781833138867,0.803688099742,0.808377174848,0.581177754144,0.823242090091,0.13440568264,0.623951952565,0.83974997141,0.720671678166,0.935268234171,0.846745056161,0.567834175192
GOOGL,0.953763658352,0.923775262516,0.743732704652,0.966082512957,0.941729368573,0.956015260139,0.93897801412,0.938704975892,-0.15601632085,0.923852247589,0.80160137553,0.898030855558,0.918788271688,0.954916339014,0.789984054845,0.940920282498,0.82507549309,0.912482646295,0.961763833738,0.881595013221,0.794118393964,0.891605305506,0.767178432414,1.0,0.999727853089,0.963568683779,0.954042168294,0.787386581178,0.504663930572,0.963075466067,0.769479852777,-0.516072778559,0.957851340285,0.957256363301,0.888657125255,0.918528535727,0.916270510491,0.905788932488,0.96808374154,0.526761871915,0.917945958671,0.864852477933,0.968975750881,-0.178817987239,0.848848675998,0.900454493348,0.736890486274,0.821597083767,-0.469984957752,0.917114208576,0.896373925978,0.925179727328,0.805587562371,0.960658674544,0.842003732693,0.952980940292,0.9120116127,0.717609390309,0.147454123422,0.951205116628,-0.400913934101,0.660570549006,0.959304380216,0.918017543446,0.7414855377,0.96648927443,0.521085935534
GOOG,0.952869591945,0.923725683298,0.731922128135,0.965678021094,0.937472125464,0.951886245093,0.935038781232,0.936010548166,-0.15441355412,0.91915506817,0.806182400447,0.900341194143,0.921701736393,0.954588451547,0.790606179469,0.93651871178,0.831576858088,0.909463103754,0.962043306232,0.883168154192,0.78019942331,0.893653972723,0.764316527054,0.999727853089,1.0,0.96148057654,0.95154229639,0.783715947333,0.5012180955,0.962526332927,0.774122006924,-0.52058710176,0.95934547389,0.957016665346,0.89101984956,0.916760028101,0.919065923933,0.902473186103,0.968447488207,0.536736572153,0.91642807971,0.85992556377,0.968579399489,-0.167585379318,0.846506046803,0.900640376903,0.735433535182,0.822730628295,-0.472190897809,0.919038315829,0.894126634571,0.927573066484,0.805140487086,0.959853908641,0.843782247705,0.951579279311,0.911970059821,0.710883939822,0.150188908114,0.950455839506,-0.405390023548,0.656117831017,0.95613983502,0.920834106795,0.739544003761,0.964344416761,0.528773932999
MO,0.973293402836,0.949063644429,0.830682761448,0.9869647264,0.958545180498,0.9748919631,0.930095264638,0.969979587739,-0.244134631078,0.949934669409,0.830468039618,0.879849697727,0.61894912151,0.96084594614,0.304939333815,0.955636679125,0.868346483971,0.91022764294,0.985138295285,0.911902363807,0.900021531016,0.906539304903,0.8193971478,0.963568683779,0.96148057654,1.0,0.970370007514,0.846363508267,0.471333159639,0.976277454281,0.789000179081,-0.683007097054,0.941635192873,0.989240390623,0.863489049425,0.95136856327,0.931954161387,0.915652487521,0.975600007763,0.652858060585,0.70848975672,0.902842671493,0.971639174218,0.275632102343,0.895545470535,0.954058648513,0.244445922035,0.827832937766,-0.605212149549,0.940477466021,0.857054255416,0.895376206821,0.816072581658,0.968434621327,0.897965785301,0.987843169032,0.944209123716,0.649352538442,0.383212232989,0.977390364475,-0.398224307819,0.468029305243,0.971238686631,0.903126543577,0.788081227668,0.974094165702,0.653909025732
AMZN,0.936524691388,0.887247030879,0.670930190391,0.969473589985,0.954163763303,0.970614420318,0.914458883059,0.927245139898,-0.207211256701,0.904617548574,0.744833325094,0.83866142778,0.64977399103,0.907232888169,0.335460848411,0.937604821941,0.838325433191,0.87598444778,0.946605591324,0.859140736427,0.853694700288,0.849957334048,0.747420298251,0.954042168294,0.95154229639,0.970370007514,1.0,0.791243508328,0.383999880063,0.928121371031,0.727724021408,-0.650006942289,0.911839124974,0.96105279339,0.790674503858,0.900074268872,0.87838081672,0.889440047266,0.937307629455,0.569871595978,0.74572882153,0.840371639249,0.939340037007,0.209975608982,0.848613085916,0.906295697087,0.309316191215,0.738807832628,-0.614406758928,0.902458715007,0.830201000589,0.87212705632,0.751439109873,0.943414213877,0.839783140149,0.962099429165,0.883060868918,0.672826353451,0.29224853212,0.933122487196,-0.430208340821,0.453742525917,0.933369231903,0.859880769962,0.726385757213,0.937793505522,0.573168210202
AEE,0.869924753328,0.795987205404,0.805012005338,0.80215613978,0.840909997684,0.860765443077,0.885335336784,0.797518984208,-0.225486228663,0.921660305408,0.788417799015,0.839883853878,0.457310665779,0.846129023915,0.170156143283,0.815679771365,0.700923616698,0.747502543778,0.85744112778,0.707032129921,0.841074905775,0.755651584393,0.95597889185,0.787386581178,0.783715947333,0.846363508267,0.791243508328,1.0,0.76248611609,0.876955005366,0.766997903118,-0.348149130958,0.754409859948,0.966505564825,0.777181779685,0.787243674941,0.768164849998,0.82032132058,0.818667436654,0.501557483978,0.559698567313,0.887230373233,0.817519891937,0.21842038956,0.912303876871,0.736096070566,0.24153239586,0.792108273503,-0.233085621389,0.804876413327,0.900988363291,0.735759340555,0.877107095601,0.807917597561,0.750988528048,0.802164186038,0.830385608379,0.795855097531,0.577838351369,0.830894347733,0.105302456449,0.551564614966,0.870984264025,0.732795839203,0.891462774802,0.865933868022,0.52566407531
AAL,0.552820512552,0.46883217219,0.800936240573,0.434093395968,0.410841032013,0.540643230196,0.643499127248,0.51216956617,0.455119899038,0.647228561921,0.602946149367,0.444968737204,0.540155201142,0.49317178581,0.699669127317,0.584737726406,0.192831777084,0.558777724213,0.506925749619,0.430632871216,0.258353751097,0.523373804476,0.830673449098,0.504663930572,0.5012180955,0.471333159639,0.383999880063,0.76248611609,1.0,0.541863454652,0.631963569982,0.386209578725,0.449707929753,0.862313433779,0.626308765124,0.539201123646,0.402227917536,0.640271480886,0.471683257126,0.0209134460748,0.561818281684,0.731536160343,0.505876806464,-0.639536574755,0.727105768581,0.372257801299,0.68343520716,0.635458822376,0.238673249424,0.472985409852,0.661101311693,0.420016110748,0.713612790379,0.531602233931,0.476946508915,0.435276311882,0.529878190001,0.779098003848,0.444936900563,0.47141409518,0.466902354837,0.705373152773,0.503174904616,0.289043343739,0.79504070182,0.509099162723,0.219672377615
AEP,0.960649601581,0.953824446871,0.837404887674,0.970188000417,0.935279244169,0.951748060903,0.934079959744,0.948675813353,-0.165682654927,0.94664518754,0.871255143149,0.897946284644,0.631743643678,0.95985113004,0.297927539942,0.928760725566,0.868807161839,0.894519320389,0.987669645503,0.901297127752,0.852245910418,0.912395241689,0.860993470387,0.963075466067,0.962526332927,0.976277454281,0.928121371031,0.876955005366,0.541863454652,1.0,0.830647628457,-0.614924422793,0.9402742446,0.983348561547,0.898936299987,0.936131299506,0.928738127056,0.903000684364,0.965500484805,0.682679325934,0.700758528498,0.91118994383,0.970876215156,0.299764510081,0.922699633628,0.92873498158,0.27083467881,0.850602259397,-0.497637320736,0.938839467852,0.89984302899,0.929042657806,0.84388695563,0.962324896696,0.888034894737,0.955759889785,0.941362642282,0.66266752016,0.468926881481,0.958066254008,-0.322752280858,0.552314140486,0.954866675106,0.930694024362,0.814171671295,0.965040519113,0.650997897667
AXP,0.851260333444,0.859866936084,0.0937448072212,0.816909982246,0.690266546665,0.736632464697,0.801097967943,0.83360162076,-0.0551044072378,0.817974650378,0.942659337675,0.819590597718,0.66715976108,0.83373506712,0.399377414806,0.782110586398,0.782227636449,0.81022789054,0.838193336785,0.87924526925,-0.721318677864,0.925892075585,0.826337989411,0.769479852777,0.774122006924,0.789000179081,0.727724021408,0.766997903118,0.631963569982,0.830647628457,1.0,-0.47009038203,0.850800797156,0.730245584465,0.927781203755,0.844468830616,0.888946819078,0.810344310904,0.849820832435,0.773834379357,0.702267729732,0.829275606828,0.827854955424,0.322017176334,0.823723555858,0.828808812265,0.299376890388,0.811900983031,-0.366348691335,0.878634145253,0.745447091091,0.787397440478,0.802988065203,0.834380985429,0.898110070227,0.80483652338,0.83454144099,0.558596319875,0.563289977345,0.840576237322,-0.167036168767,0.488426872862,0.779852611552,0.746098991611,0.836971153533,0.789191224715,0.794501699724
AIG,-0.642226052881,-0.711317683236,0.883936163567,-0.68301133142,-0.66426381612,-0.536696462274,-0.49900578468,-0.642456032264,0.477213531353,-0.570981845467,-0.594838827026,-0.654530463586,-0.298439920719,-0.70632034418,-0.157572563825,-0.54696211248,-0.792338279909,-0.527576827234,-0.675635601428,-0.685301956036,0.71882205498,-0.636368714582,-0.309238630313,-0.516072778559,-0.52058710176,-0.683007097054,-0.650006942289,-0.348149130958,0.386209578725,-0.614924422793,-0.47009038203,1.0,-0.695190286154,-0.103887619287,-0.322381086879,-0.653815693296,-0.764407284309,-0.467747024046,-0.72564382048,-0.753687397355,-0.238065481573,-0.433467828163,-0.663704842197,-0.647585919103,-0.407513259734,-0.755503111782,0.238713233267,-0.667339852283,0.857911334585,-0.646695412797,-0.248608814689,-0.565773730958,-0.550605143664,-0.58318928281,-0.691227767979,-0.717306871467,-0.715802387675,0.00626893330531,-0.243096173781,-0.735982415542,0.683329916815,0.111817850511,-0.708755502763,-0.73111637262,-0.369831392665,-0.697041912318,-0.644742986372
